what,kind,bundleId,bundleVersion,description,time
started,bundle,org.jboss.tools.seam.pages.xml,3.0.0.GA-N200903120225-H28,org.jboss.tools.seam.pages.xml,1322135182033
started,bundle,org.jboss.tools.esb.core,1.1.0.GA-N200903120225-H28,org.jboss.tools.esb.core,1322135182083
started,bundle,org.eclipse.jem.ui,2.0.100.v200806051600,org.eclipse.jem.ui,1322135182139
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.202.v200811131900,org.eclipse.wst.common.emfworkbench.integration,1322135182250
started,bundle,org.eclipse.wst.common.modulecore,1.1.205.v200901292145,org.eclipse.wst.common.modulecore,1322135182268
started,bundle,org.eclipse.wst.validation,1.2.6.v200902121900,org.eclipse.wst.validation,1322135182345
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1322135182392
started,bundle,org.eclipse.jst.j2ee,1.1.206.v200902052030,org.eclipse.jst.j2ee,1322135182397
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1322135182690
started,bundle,org.jboss.tools.jst.web.ui,3.0.0.GA-N200903120225-H28,org.jboss.tools.jst.web.ui,1322135182866
started,bundle,org.jboss.tools.jsf.ui,3.0.0.GA-N200903120225-H28,org.jboss.tools.jsf.ui,1322135182958
started,bundle,org.jboss.tools.struts.ui,3.0.0.GA-N200903120225-H28,org.jboss.tools.struts.ui,1322135182999
started,bundle,org.jboss.tools.common.verification.ui,3.0.0.GA-N200903120225-H28,org.jboss.tools.common.verification.ui,1322135183061
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1322135191751
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1322135196164
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1322135275748
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1322135286157
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1322135302560
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.1.R34x_v20081029,org.eclipse.equinox.p2.ui.sdk.update,1322135302613
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1322135311692
started,bundle,org.eclipse.ecf.filetransfer,2.0.0.v20080611-1715,org.eclipse.ecf.filetransfer,1322135323084
started,bundle,org.eclipse.ecf.provider.filetransfer,2.0.0.v20080611-1715,org.eclipse.ecf.provider.filetransfer,1322135323103
started,bundle,org.eclipse.ecf.identity,2.0.0.v20080611-1715,org.eclipse.ecf.identity,1322135323110
started,bundle,org.eclipse.ecf,2.0.0.v20080611-1715,org.eclipse.ecf,1322135323187
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.0.4.v20081027-2115,org.eclipse.equinox.p2.extensionlocation,1322135326394
